"sum ( revenue )","budget","popularity"
"63300000","44000000","8.096"
"71594792","0","7.5189"
"28650575","12600000","15.7624"
"131457682","70000000","7.796"
"31967654","15000000","127.3903"
"0","0","7.413"
"956019788","250000000","15.4272"
"134686457","54000000","17.1665"
"0","0","13.5691"
"14400000","2500000","18.5233"
"362211740","100000000","14.6545"
"15741780","250000","15.0886"
"527068851","75000000","9.1757"
"0","0","9.0221"
"74558115","35000000","7.0222"
"2320250281","460000000","37.6663"
"70692101","55000000","7.7748"
"1034800131","80000000","6.983"
"370890259","61000000","17.1089"
"0","239000","8.5477"
"137792047","65000000","15.0799"
"0","15000000","9.4531"
"40618920","20000000","11.733"
"57479076","22000000","7.7298"
"5900000","18000000","10.8759"
"54822","0","9.1853"
"0","0","23.7735"
"84997446","30000000","12.2749"
"5028948","400000","12.693"
"251794956","100000000","8.4655"
"60300000","90000000","11.0754"
"81240206","68000000","10.279"
"93722164","23000000","13.8596"
"198000","20000","8.9995"
"209838559","35000000","13.5921"
"130540954","25000000","7.0596"
"0","0","37.405"
"408579038","105000000","7.8044"
"34337258","0","8.2686"
"183316455","18500000","22.0776"
"190213455","95000000","10.9428"
"473990832","110000000","8.6291"
"852000","0","8.2248"
"1594955","12000000","14.9906"
"0","0","9.3909"
"450717150","85000000","11.7925"
"473123154","79000000","10.2316"
"14241310","4000000","66.5217"
"189712432","36000000","9.9345"
"32350637","7500000","8.1685"
"8342132","50000000","9.7292"
"0","50300000","13.9329"
"369081777","85000000","9.942"
"0","963703","11.7229"
"39055536","11000000","10.5144"
"102800000","30000000","14.4688"
"31200000","12000000","10.7612"
"5750000","1200000","9.1161"
"8000000","2000000","8.7806"
"136698671","36150000","8.9006"
"193458","0","9.7747"
"411348924","35000000","7.6447"
"74208267","60000000","13.085"
"258097122","140000000","14.5761"
"226945087","34000000","8.9211"
"159959","0","17.6592"
"288670284","85000000","14.4599"
"16056255","0","12.3871"
"59629242","5000000","8.0549"
"56996304","50000000","7.8415"
"35700000","1400000","8.7185"
"178262620","45000000","16.1203"
"9636289","10000000","8.5593"
"0","1344000","14.8229"
"78309131","60000000","9.7906"
"0","0","7.1301"
"108981275","3000000","18.4679"
"0","0","10.1194"
"219417255","60000000","15.4643"
"0","0","13.1607"
"284100000","250000000","11.8393"
"115890792","13000000","9.1103"
"69480384","0","6.309"
"369062","0","8.5693"
"104500000","50000000","12.8344"
"3800000","32000000","10.6844"
"118200000","53000000","10.7303"
"8799528","20000000","9.7761"
"0","38800000","8.9827"
"356600000","42000000","11.4965"
"0","2900000","9.7582"
"0","24000000","7.7272"
"0","0","11.2715"
"151493655","73000000","10.6837"
"231976425","27000000","10.3696"
"0","0","7.8549"
"46712809","25000000","9.2003"
"480522","0","10.0032"
"96085477","82000000","11.3959"
"3603484","11795877","8.5534"
"0","0","8.5907"
"220527","0","8.1226"
"96262212","25000000","8.9212"
"16647800","12000000","7.4245"
"0","100000000","12.9985"
"0","0","16.8815"
"173046663","14000000","10.6151"
"4035384","15000000","10.4825"
"0","0","7.4446"
"21360215","30000000","8.7214"
"0","0","12.776"
"16900000","25000000","8.2646"
"404547819","100000000","37.7369"
"0","0","10.1372"
"94973540","10000000","10.3156"
"0","0","12.8658"
"33276075","40000000","13.6971"
"347234916","120000000","9.4576"
"60781545","7500000","10.1612"
"0","0","33.3608"
"0","0","9.7785"
"0","0","7.6465"
"0","0","9.1007"
"27000000","30500000","11.6032"
"0","0","7.5497"
"38100000","47000000","8.6027"
"0","0","11.6221"
"30200000","15000000","8.5455"
"0","100000000","17.353"
"23211413","0","11.1846"
"14900000","15000000","10.6017"
"25775371","6500000","15.2464"
"0","0","8.1787"
"0","0","6.0754"
"0","0","7.5943"
"393824","1800000","29.7725"
"154856263","14000000","8.6127"
"0","0","7.3294"
"168841459","29000000","18.2068"
"83200000","36000000","10.3386"
"24109735","20000000","39.0518"
"0","350000","11.8457"
"68282844","8500000","9.6798"
"0","0","6.8204"
"50888000","7000000","8.1207"
"99274467","55000000","9.2009"
"0","0","8.6381"
"97800000","100000000","8.082"
"117449790","157800000","12.3929"
"6303792","0","7.3775"
"0","24000000","11.5913"
"25533818","2500000","33.43"
"97578","3000000","38.66"
"1009767","0","9.3922"
"205754447","60000000","15.5784"
"34737199","56000000","8.1044"
"23760176","0","9.3535"
"839030630","160000000","28.7509"
"102278712","26000000","15.9092"
"69766619","70000000","8.196"
"71038838","30000000","8.8446"
"61700416","30000000","9.1151"
"286168572","120000000","12.174"
"139352633","10000000","11.6251"
"307077295","55000000","14.8489"
"0","0","17.471"
"0","0","12.1979"
"0","2500000","7.4737"
"263920180","90000000","23.1519"
"6254291","8000000","19.3472"
"41037742","50000000","10.3813"
"760979","8400000","8.7965"
"239447712","4000000","7.4858"
"0","0","10.9141"
"0","0","6.8246"
"65048725","15000000","9.2151"
"0","0","8.4568"
"0","1709686","10.1295"
"69766483","20000000","12.7034"
"316800000","58000000","17.9011"
"185258983","130000000","10.2609"
"33500000","36000000","8.7295"
"0","0","7.5739"
"0","0","9.361"
"285446","0","8.9884"
"1800000","0","7.351"
"147332697","32000000","14.4293"
"304000000","32000000","9.9813"
"127461872","87500000","14.7717"
"15800000","11000000","12.7624"
"32978510","115000000","11.7152"
"938055","2900000","9.29"
"859102154","250000000","30.7158"
"83410298","0","9.3607"
"0","3000000","8.7021"
"1108594176","200000000","8.0587"
"115101622","30250000","9.0186"
"0","0","6.9006"
"0","0","65.4114"
"0","0","18.4306"
"77276321","95000000","8.315"
"268","0","15.476"
"911467","0","10.615"
"180906076","30000000","10.9559"
"0","0","6.8987"
"87754044","19800000","8.0141"
"27365467","2800000","10.411"
"0","300000000","9.2719"
"288752301","30000000","17.1806"
"260500000","215000000","12.1249"
"152159461","30000000","16.1355"
"455708","3000000","11.1951"
"0","0","7.9017"
"0","0","13.4663"
"43763247","30000000","10.5886"
"388199750","270000000","74.6439"
"225508210","97600000","8.1847"
"328203506","5000000","8.4865"
"0","0","8.4312"
"33900000","20000000","16.9439"
"262793","4400000","19.4497"
"51147812","30000000","6.9053"
"9464198","30000000","13.8453"
"60000000","12000000","13.2956"
"1131927996","160000000","13.9947"
"0","0","24.4071"
"4400000","35000000","10.1713"
"737286","0","9.1027"
"146300000","15000000","11.315"
"0","0","8.6874"
"0","0","8.3403"
"0","0","8.5437"
"94182533","55000000","21.4273"
"50083616","18000000","10.5818"
"0","0","8.3456"
"67448651","30000000","10.0689"
"0","0","8.9513"
"146936910","90000000","12.1975"
"362113","175000000","11.68"
"79546","0","15.6834"
"0","0","8.3286"
"21500000","27000000","9.9448"
"0","0","7.8401"
"709827462","50000000","9.2393"
"703281","5000000","7.4367"
"0","0","15.3045"
"51437352","0","11.282"
"164648231","60000000","10.5534"
"214891370","25000000","15.7866"
"220673217","48000000","16.2763"
"0","0","13.6275"
"0","0","10.8902"
"6850036","25000000","7.3033"
"0","0","23.53"
"68263166","16000000","10.736"
"140175006","75000000","14.2619"
"11710110","20000000","7.7767"
"54114815","0","11.2585"
"30102717","15000000","9.3718"
"381545846","55000000","9.9665"
"634151679","75000000","11.2362"
"592461732","260000000","28.2122"
"0","0","8.377"
"0","0","16.5188"
"170737","20000000","11.4516"
"63147576","0","10.9857"
"491868548","200000000","11.5091"
"38058335","45000000","8.1111"
"29419291","35000000","7.4903"
"77944725","52000000","7.1978"
"0","1300000","6.6864"
"38288028","4000000","11.5173"
"786636033","185000000","8.7035"
"2536000","19000000","8.5803"
"29657751","26000000","9.4728"
"18200000","3000000","8.4097"
"88900000","70000000","9.3052"
"0","5000000","7.7931"
"607274134","175000000","15.0813"
"0","0","11.9319"
"19958572","30000000","33.1304"
"10300000","2000000","7.115"
"47231070","51000000","8.834"
"0","0","65.3803"
"0","3000000","11.6832"
"1074144248","416000000","12.9412"
"1906640","0","8.1607"
"13405595","22000000","10.9625"
"0","0","28.4048"
"139200000","25000000","26.5343"
"0","0","15.0492"
"34000000","15000000","8.4528"
"0","0","10.5509"
"13368094","0","21.0548"
"528600000","80000000","18.0814"
"177427090","70000000","11.0128"
"0","0","8.5167"
"21730766","39000000","8.0893"
"124900000","3000000","12.161"
"117607117","35000000","22.2358"
"0","0","11.1334"
"100853753","63000000","34.1815"
"3854594","30000000","25.9383"
"0","0","6.0674"
"37357216","40000000","10.0265"
"55404207","26000000","8.6321"
"169601036","200000000","7.3441"
"208076205","85000000","9.167"
"164000000","15000000","17.7886"
"124305181","48000000","12.1743"
"238539198","30000000","11.7766"
"0","0","64.5533"
"179519401","23000000","9.96"
"531865000","200000000","22.2597"
"0","0","7.9084"
"122700000","13000000","19.8782"
"108400000","60000000","8.7781"
"0","0","8.4088"
"44781695","19000000","21.9642"
"31439140","25000000","8.9208"
"259939869","10000000","12.5055"
"46800000","25000000","86.9087"
"694394724","75000000","16.4272"
"0","0","9.3595"
"366082797","22000000","11.8794"
"4905000","2000000","11.6225"
"240891763","97000000","11.1983"
"42028116","0","11.7647"
"599045960","150000000","7.9857"
"233503234","200000000","14.4607"
"1822043","0","7.8197"
"1822000","2500000","8.2884"
"308052272","37000000","8.7424"
"134582776","16000000","11.6642"
"46665856","1800000","11.0915"
"156563139","35000000","8.7152"
"86572238","10000000","8.3685"
"33035736","15000000","10.5949"
"0","0","10.908"
"67519192","95000000","13.2926"
"69100000","90000000","9.1275"
"0","0","6.4423"
"173961069","120000000","9.9356"
"0","0","7.356"
"76987621","18000000","19.8721"
"1019507","0","34.0579"
"151783839","175000000","8.9644"
"0","0","7.9831"
"865011746","130000000","12.0003"
"631272","12000000","23.2186"
"0","0","10.1396"
"120207127","15000000","14.6665"
"5500000","30000000","9.1682"
"0","40000000","8.6902"
"19647000","0","7.6383"
"170823080","68000000","19.4072"
"12117647","11764705","12.2149"
"23500000","0","10.1221"
"31410151","24000000","8.3786"
"209200000","190000000","8.0522"
"215862692","40000000","14.2433"
"62000000","45000000","10.0783"
"92823546","16000000","12.7766"
"0","21700000","8.2295"
"371900000","130000000","14.6202"
"6538177","5000000","9.2351"
"610063468","30000000","34.0436"
"5396508","10000000","13.867"
"250779876","40000000","14.0987"
"9112817","40000000","10.5173"
"18717947","68000000","11.0497"
"2600000","1200000","7.9873"
"473200000","80000000","6.8992"
"125348","64988","8.849"
"42513270","13000000","6.9628"
"37800000","50000000","15.5406"
"261119292","185000000","8.773"
"257850122","3500000","8.0834"
"0","0","70.1166"
"32935319","11000000","10.2365"
"10023153","30000000","8.6075"
"84661434","8000000","14.6626"
"0","0","6.9388"
"1197741","20000000","8.2439"
"70800000","29000000","7.8077"
"0","0","11.1677"
"24727058","23500000","9.974"
"306592201","15000000","12.5699"
"165335153","37000000","16.3303"
"1054300000","183000000","10.8574"
"1134275","0","13.6637"
"352140342","60000000","7.7843"
"129181830","60000000","9.0523"
"0","0","9.8965"
"133346506","28000000","10.2976"
"785896632","110000000","10.8756"
"685390870","75000000","9.2933"
"224920315","40000000","66.9608"
"42247783","100000000","14.4493"
"36700000","32000000","9.5494"
"220889446","200000000","16.0723"
"67200000","20000000","10.3491"
"181073291","125000000","20.9192"
"48919043","47000000","16.9006"
"0","40000000","12.0605"
"0","0","17.6907"
"45900000","30000000","10.598"
"0","0","8.3299"
"6909209","6000000","9.2119"
"0","0","9.1713"
"442636309","61000000","18.0868"
"1118410","0","8.9749"
"0","0","13.2907"
"0","0","8.7721"
"572700000","32350000","9.9391"
"0","0","9.2486"
"20571534","13000000","10.7854"
"50206","3300000","10.0767"
"187884000","20000000","7.9343"
"54169363","30000000","9.2956"
"1641235","0","7.5054"
"40423945","4000000","9.1464"
"3202000","609000","53.2334"
"4971635","0","11.9322"
"80600000","30000000","11.5747"
"27979966","0","8.2793"
"346118277","85000000","19.0508"
"0","3000000","8.941"
"64350171","35000000","7.5417"
"758028588","130000000","15.2441"
"275300000","65000000","13.4559"
"201967521","100000000","15.793"
"371985018","55000000","17.5153"
"40130232","15900000","16.6448"
"11203026","45000000","8.3713"
"113309743","50000000","9.7864"
"238524","0","10.2754"
"25100000","35000000","8.7133"
"378858340","150000000","27.5132"
"807816196","175000000","21.4096"
"0","0","4.8801"
"17252960","0","9.0895"
"0","15000000","8.5229"
"0","0","8.2426"
"131183530","45000000","11.637"
"20500000","9000000","10.2635"
"795922298","230000000","11.0429"
"235","0","63.6462"
"0","0","18.2615"
"119942387","30000000","11.5313"
"145374099","35000000","13.5614"
"488628188","60000000","41.202"
"24094016","14000000","13.4014"
"7502846","0","9.7491"
"55065289","50000000","11.4844"
"111600000","9500000","10.1793"
"78382433","85000000","9.427"
"1921847111","200000000","41.0503"
"82000000","7000000","9.0265"
"57777106","66000000","8.6498"
"67308282","0","6.8238"
"0","0","13.2461"
"16872671","40000000","11.1095"
"0","0","248.6815"
"0","0","8.3431"
"14800000","22000000","12.4674"
"32511655","1500000","9.1702"
"0","0","8.1545"
"216763646","30000000","15.1653"
"107879496","62000000","10.1778"
"371353001","200000000","14.8971"
"14569027","9500000","10.6127"
"118102725","38000000","11.597"
"408402685","85000000","21.0853"
"1576615","1000000","8.0106"
"256700000","60000000","9.8127"
"3","0","137.0233"
"40002112","65000000","40.464"
"45056771","20000000","10.7443"
"81600000","3500000","8.6719"
"0","0","7.8411"
"824517","0","8.3351"
"62434744","55000000","9.702"
"18317151","35000000","12.1331"
"71143529","0","9.7844"
"0","0","10.5781"
"50750000","22000000","11.1443"
"0","5000000","34.2065"
"486018457","122000000","119.82"
"0","0","14.8517"
"109423648","50000000","15.1921"
"0","0","7.7907"
"119483446","75000000","10.5533"
"44369456","0","9.6096"
"0","0","13.1906"
"7261843","6441957","11.8551"
"60400000","8000000","9.4362"
"144516252","20000000","12.6801"
"74237563","55000000","9.6607"
"38629478","70000000","8.819"
"172989651","92000000","18.1453"
"51913394","10000000","23.8317"
"147156372","15000000","18.3694"
"39800000","20000000","7.6018"
"52300000","8000000","7.2045"
"245066411","6000000","33.9749"
"288885818","85000000","8.9923"
"8969065","257899","8.6158"
"69497587","14000000","22.1684"
"0","0","150.2027"
"9918093","15000000","7.6794"
"179213434","52500000","12.3728"
"28831145","25000000","10.2319"
"8639684","0","10.0572"
"1905058","10000000","15.0433"
"0","3500000","8.3882"
"4225720","0","9.3231"
"168717425","185000000","13.9578"
"0","0","11.0005"
"56286295","6000000","33.789"
"86700000","35000000","12.0488"
"3307157","0","8.3707"
"17700000","19000000","11.7551"
"63541777","6200000","9.2809"
"548040835","80000000","24.7091"
"331333876","50000000","8.5817"
"262033248","30000000","13.6915"
"137587063","60000000","11.3086"
"141940042","200000000","13.5019"
"0","0","11.1548"
"0","2700000","8.5367"
"0","0","8.0142"
"52300000","34000000","17.7926"
"7700000","25000000","16.2522"
"88902","0","7.4146"
"159773545","50000000","12.8976"
"0","0","14.4577"
"655011224","140000000","21.9012"
"162100000","65000000","11.5947"
"8654110","0","8.531"
"19133454","27500000","8.9604"
"895921036","150000000","34.2636"
"0","0","19.1069"
"261907653","67000000","22.4711"
"572809","2000000","9.0223"
"183875799","44000000","14.0027"
"18400000","0","7.9917"
"448200000","130000000","21.7129"
"0","0","11.4422"
"22754725","44000000","8.3534"
"392105159","95000000","27.9084"
"183018522","85000000","10.8245"
"231449203","55000000","13.2756"
"14373825","86000000","7.8078"
"0","0","12.9602"
"53478166","16000000","18.8932"
"1560142","16000000","8.2046"
"0","0","7.9408"
"1104054072","210000000","23.5169"
"703000000","35000000","10.7992"
"22605153","25000000","17.4414"
"1850000","995000","8.3922"
"6356284","0","8.8458"
"176885658","80000000","9.6721"
"90941129","26000000","18.6631"
"30641770","3300000","16.2102"
"187134117","85000000","13.952"
"321885765","130000000","9.5462"
"559852396","200000000","20.1346"
"56303596","5000000","14.5964"
"227853986","25000000","12.4339"
"20378470","18000000","8.216"
"520000000","102000000","14.8154"
"857611174","175000000","22.6694"
"43059790","1255000","6.937"
"0","0","7.0083"
"86600000","0","12.6813"
"121700000","60000000","14.2781"
"0","0","11.8125"
"234989584","50000000","14.1429"
"0","0","8.2491"
"0","0","10.6968"
"0","0","9.0793"
"0","0","9.321"
"30000000","6000000","11.963"
"5300000","2300000","7.3882"
"203388186","47000000","14.0969"
"0","0","13.1075"
"0","0","8.2689"
"13129846","2000000","11.8476"
"178143","160000000","15.8057"
"0","75000000","13.25"
"61389680","19000000","15.4734"
"0","0","7.3909"
"0","0","8.3516"
"0","0","9.6712"
"229147509","144000000","16.875"
"0","0","8.5157"
"80900000","0","9.0012"
"0","0","11.2534"
"20300000","60000000","9.8511"
"196114570","30000000","8.4183"
"9205924","6000000","27.8174"
"0","0","143.6118"
"0","0","10.6638"
"29700000","2000000","7.2649"
"41722424","28000000","23.8089"
"299300000","110000000","19.175"
"46497678","72000000","13.2337"
"0","0","12.5405"
"7385434","15500000","8.4327"
"304654182","92000000","10.2569"
"212385533","30000000","12.0281"
"252300000","38000000","12.9194"
"12337378","35000000","13.5512"
"37042336","1000000","12.2433"
"69411370","50000000","9.4428"
"347337803","125000000","7.9269"
"0","0","9.6556"
"723192705","105000000","13.486"
"12294931","8000000","8.0708"
"355692760","79000000","11.5063"
"157209","15000000","9.6077"
"171120329","90000000","17.391"
"65046687","4000000","116.1056"
"68000000","5000000","10.3384"
"31672678","40000000","10.8812"
"105200000","60000000","9.6376"
"69800000","8000000","8.9848"
"245700832","4400000","12.8658"
"83137864","21000000","11.3509"
"23300000","25000000","12.4079"
"11100000","6000000","9.053"
"130560428","28000000","7.847"
"32400000","18500000","8.4658"
"5078660","12000000","8.9075"
"0","0","14.6293"
"120453155","10000000","10.2905"
"0","0","9.0661"
"543284256","69000000","13.6448"
"8804000","15000000","7.6528"
"935454538","150000000","26.1459"
"37788228","35200000","8.0328"
"47756590","35000000","9.8073"
"88761661","20000000","12.7163"
"970766005","76000000","20.1929"
"0","0","12.1828"
"170362582","45000000","7.6348"
"83761844","50000000","8.763"
"288175335","62000000","12.1088"
"0","210297","10.2846"
"110803676","50000000","9.1529"
"0","0","6.2144"
"127900000","53000000","7.7604"
"109500000","7000000","7.5372"
"113231078","60000000","13.0994"
"100000000","350000","12.0204"
"10000000","2239000","7.9934"
"0","70000000","9.5792"
"32293377","0","9.0953"
"0","20000000","8.1963"
"116112375","50000000","20.5373"
"0","0","26.7407"
"0","0","12.1044"
"0","0","7.8223"
"394436586","30000000","31.5729"
"231252591","27000000","11.8332"
"426590315","13000000","17.1144"
"0","0","12.9372"
"77912251","20000000","7.6806"
"349698","0","83.1191"
"46357676","30000000","16.1796"
"0","14500000","13.6379"
"0","0","86.9133"
"29303571","0","14.1064"
"129727367","50000000","21.2045"
"255407969","4500000","11.5783"
"0","0","21.3557"
"17626234","80000000","9.573"
"15800000","20000000","7.7237"
"0","0","8.5729"
"843965","0","8.0878"
"639812","0","9.7437"
"0","40000000","8.7622"
"149000000","85000000","13.3218"
"0","0","11.4994"
"359126022","40000000","88.767"
"141220678","45000000","16.0646"
"65090821","35000000","8.2679"
"48572000","11000000","12.1035"
"30426096","20000000","9.4486"
"7700000","2200000","13.9206"
"8259076","6900000","9.428"
"504050219","28000000","17.9945"
"74000000","16000000","11.7571"
"17660107","3700000","53.7515"
"183031272","75000000","9.5558"
"746921274","145000000","16.8828"
"69633110","70000000","14.085"
"12760158","2000000","10.3768"
"195745823","75000000","13.087"
"0","0","9.6151"
"0","0","7.4294"
"0","0","12.1061"
"0","0","8.8804"
"104374176","20000000","14.0776"
"0","0","12.0666"
"0","0","8.3923"
"47300000","20000000","10.7425"
"50401502","25000000","11.6645"
"52000000","45000000","10.6862"
"0","0","7.8117"
"60040976","40000000","10.521"
"43015969","28000000","12.7962"
"521311860","180000000","14.0547"
"23300000","50000000","7.3257"
"440157245","100000000","32.9522"
"34441594","5500000","10.9232"
"47582563","12000000","7.9726"
"471222889","165000000","21.2695"
"45400000","4500000","12.0561"
"116019547","7200000","10.9913"
"487300000","110000000","19.447"
"14291561","0","9.5257"
"19054","0","10.915"
"0","119","15.3324"
"75505856","40000000","13.011"
"381109762","19000000","18.8374"
"0","0","9.5439"
"40392664","5000000","17.4389"
"121000000","48000000","12.929"
"43387445","18000000","8.63"
"0","0","13.0615"
"0","550000","8.261"
"56359980","60000000","7.4957"
"390493908","48000000","13.8533"
"133423964","20000000","11.348"
"387300138","170000000","7.5646"
"329398046","13000000","19.5365"
"16406470","5000000","10.5308"
"44057737","0","9.7306"
"264100000","60000000","19.13"
"0","0","13.9548"
"99255460","35000000","14.1049"
"60000000","400000","9.5171"
"161834276","40000000","16.6992"
"13539709","2000000","7.8396"
"21949234","26000000","7.536"
"294804195","80000000","17.6783"
"0","0","11.4457"
"0","0","8.9688"
"122417389","38000000","9.7666"
"0","0","19.9458"
"407141258","120000000","11.3951"
"0","0","10.88"
"247022278","80000000","15.9109"
"10000000","3000000","8.8882"
"1011305","10000000","10.1933"
"54819301","30000000","8.4823"
"772319315","185000000","18.9574"
"14114415","10000000","11.7793"
"0","15000000","7.7386"
"36000000","4350000","7.9071"
"0","0","6.7168"
"170800000","20000000","18.0618"
"55362705","20000000","10.5331"
"0","0","72.4484"
"20416563","12500000","10.4734"
"52631884","15000000","15.0321"
"30552111","100000000","13.7131"
"0","0","11.6111"
"15102319","0","7.8163"
"273339556","130000000","17.5668"
"0","0","30.056"
"1118888979","94000000","21.6955"
"0","0","7.4017"
"1090116","1203235","14.3089"
"358994850","18000000","18.8717"
"37655699","0","8.1734"
"6673422","25000000","8.1296"
"524028679","90000000","8.8855"
"55000000","650000","9.7494"
"0","0","9.9505"
"0","60000000","8.7853"
"18200000","3200000","12.2117"
"21768945","20000000","11.0658"
"198685114","55000000","11.5303"
"71261763","50000000","8.3313"
"122252","25000000","7.8249"
"215294342","110000000","6.5983"
"821708551","139000000","34.1695"
"1081041287","250000000","26.7871"
"0","0","9.496"
"352800000","55000000","19.1188"
"199850315","90000000","8.1684"
"156835339","30000000","9.2441"
"147298761","14500000","11.7837"
"109578115","140000000","14.8297"
"14500000","200000","10.3875"
"1188554","0","22.8549"
"18900000","26000000","10.7921"
"8000000","6000000","11.3379"
"28595105","24720400","10.037"
"108961677","50000000","19.4691"
"0","0","9.4452"
"1574623","1000000","14.019"
"162397788","4500000","11.8594"
"11947954","3000000","7.9907"
"145166804","19000000","11.5722"
"9995555","2200000","7.7539"
"35634133","6700000","6.7189"
"0","0","7.4179"
"250649836","90000000","14.7573"
"94988235","15800000","15.486"
"0","0","7.3902"
"850000000","113000000","32.0483"
"41082","9000000","10.4224"
"0","0","10.8953"
"0","0","11.2441"
"0","0","8.3635"
"0","0","6.8292"
"0","0","20.861"
"0","7000000","8.7379"
"113200000","50000000","16.0363"
"195300000","28000000","9.8571"
"6566738","2000000","68.7876"
"170323","0","8.1388"
"392000000","100000000","21.7805"
"0","0","6.9349"
"25928721","58000000","8.6039"
"150847207","30000000","11.2623"
"0","0","7.3272"
"445100000","140000000","14.3245"
"65406606","0","9.0552"
"7445186","0","8.4019"
"160078586","45000000","11.1741"
"20915465","48000000","9.1557"
"84563118","5000000","8.6405"
"117831631","100000000","11.1063"
"0","0","9.8743"
"12907944","0","11.5236"
"0","0","46.2624"
"0","0","7.9256"
"297372261","55000000","19.2032"
"270000000","37000000","10.2877"
"0","0","9.021"
"190309707","110000000","26.8908"
"15172313","13200000","8.602"
"0","0","10.5003"
"39200000","14700000","48.9808"
"113900000","45000000","10.8912"
"13411957","25000000","8.804"
"92108518","15000000","18.1785"
"35340015","9000000","8.3401"
"3606395","4500000","13.0867"
"98376292","80000000","11.4563"
"82966152","45000000","7.683"
"0","0","61.0207"
"245527149","150000000","11.6442"
"0","0","10.7901"
"49256239","8000000","14.3442"
"1786396","1000000","12.7075"
"0","0","13.7142"
"0","0","26.2188"
"10100000","14000000","11.7014"
"0","1500000","15.5545"
"37552144","0","12.743"
"0","0","7.621"
"66316289","17000000","9.9265"
"0","0","9.1925"
"1585582","10000000","8.582"
"42698327","17000000","8.3864"
"111231041","70000000","8.9933"
"39187783","8000000","8.3099"
"6854611","2500000","9.2175"
"30000000","4000000","10.0772"
"3029287","0","65.0992"
"7478666","0","9.9426"
"179265204","78000000","8.4573"
"0","0","16.1111"
"129190869","25000000","10.7598"
"856085151","116000000","15.6632"
"0","0","10.7234"
"0","0","8.0395"
"0","0","29.5377"
"0","0","11.4472"
"171627166","25000000","20.2445"
"0","0","14.5683"
"87528173","50000000","9.96"
"53267000","12000000","8.0787"
"22900000","50000000","9.2841"
"0","0","7.174"
"184000000","176000000","17.6454"
"0","0","9.1719"
"2331721","47000000","14.3433"
"0","0","18.0759"
"142940100","90000000","19.1167"
"49800000","20000000","11.3071"
"0","0","11.0377"
"59468275","83000000","9.7642"
"0","0","8.7729"
"17487531","0","8.8374"
"0","0","10.7501"
"300000","80000000","8.9842"
"13000000","6200000","13.092"
"69834815","50000000","8.2976"
"72527595","14000000","8.2724"
"163403799","60000000","12.0961"
"185700759","250000000","39.3113"
"140767956","28000000","19.516"
"58401898","38000000","8.8837"
"15954700","0","8.2002"
"5078942","0","12.9144"
"37182814","20000000","19.8917"
"141000000","2700000","9.6249"
"0","0","8.4841"
"23076711","23000000","9.8472"
"0","49000000","8.7584"
"69307224","35000000","7.8475"
"0","0","8.3515"
"172619925","120000000","9.4068"
"0","0","13.4991"
"0","0","20.7806"
"0","0","12.0529"
"1215577205","200000000","23.0073"
"21753705","14000000","12.7959"
"132675864","103000000","8.2087"
"13500000","30000000","8.4119"
"227799884","21000000","12.1446"
"223664608","60000000","14.1075"
"190304772","75000000","12.1265"
"299965036","28000000","11.875"
"1066179747","200000000","26.0112"
"15000000","40000000","16.6146"
"24856027","3000000","17.3785"
"0","0","8.8158"
"0","0","6.9302"
"76756109","15000000","14.0047"
"108846217","25000000","8.5601"
"397378150","160000000","26.6169"
"33673","0","22.5643"
"140000000","777000","8.5315"
"72785169","70000000","7.4115"
"11293663","12000000","8.3475"
"84606030","35000000","9.306"
"6459306","9100000","7.3922"
"90508336","17500000","10.1778"
"1078958629","55000000","14.78"
"40047236","9000000","16.5205"
"16797191","32000000","8.8823"
"1519796","1500000","10.3831"
"49800000","60000000","8.9408"
"954305868","250000000","16.236"
"86387857","69000000","10.0642"
"309813386","55000000","10.3854"
"676343174","180000000","11.9052"
"2300000","18000000","12.5323"
"168610271","90000000","26.8509"
"3016380","23200000","13.8571"
"54600000","7000000","8.6789"
"0","0","7.4138"
"26000000","0","7.9833"
"3301976","0","10.3017"
"172842355","65000000","10.6321"
"0","0","16.8923"
"337580051","110000000","13.9434"
"0","0","7.0103"
"0","0","8.5357"
"0","0","9.9272"
"52514","10000000","25.321"
"244819862","100000000","7.1958"
"167635712","75000000","16.0218"
"0","0","7.9089"
"0","0","6.538"
"26800000","39000000","10.0339"
"1073841394","175000000","10.4061"
"112880294","23000000","23.0788"
"42500000","45000000","11.3389"
"0","0","8.4403"
"242688965","120000000","13.1652"
"0","1100000","27.8238"
"162000000","70000000","15.3566"
"0","0","9.3701"
"314975955","100000000","12.6378"
"22773535","29000000","7.8919"
"475000000","150000000","14.5497"
"0","50000000","10.1912"
"374100000","70000000","13.8811"
"26700000","60000000","14.4543"
"187000000","20000000","15.5"
"134748021","70000000","9.4769"
"0","0","15.9817"
"110463140","50000000","10.3102"
"171269565","50000000","9.0006"
"55030051","20000000","9.3304"
"0","0","6.7356"
"56870414","27000000","8.3534"
"3129968","0","8.8353"
"110206216","50000000","15.3022"
"52920296","0","10.3233"
"36324232","0","10.095"
"31100000","35000000","8.8516"
"0","0","7.7011"
"0","0","10.8389"
"7021101","18000000","14.9521"
"202404009","34000000","8.5515"
"2543216","5000000","9.4589"
"456800000","140000000","14.6401"
"0","0","54.7428"
"373515621","132000000","11.6229"
"98005666","26000000","10.3794"
"0","0","6.4516"
"97644617","20000000","16.653"
"0","0","6.9466"
"0","0","7.5817"
"0","0","8.8644"
