"sum ( revenue )","budget","popularity"
"0","0","43.3195"
"125537191","110000000","10.2649"
"0","0","9.3726"
"93320380","35000000","9.5587"
"0","0","9.0563"
"144327371","26000000","15.5029"
"5021219","8000000","9.7816"
"96618699","40000000","8.5737"
"402064899","200000000","22.4105"
"41914915","25000000","8.6991"
"131800498","90000000","10.3686"
"49500000","7000000","8.8937"
"47088990","18000000","8.5444"
"24342320","0","10.6198"
"12000000","1500000","9.7156"
"0","0","9.071"
"0","175000000","9.9535"
"97600000","7000000","10.6892"
"114178613","95000000","13.778"
"49714378","0","9.119"
"714766572","170000000","8.5428"
"4258197","600000","7.4856"
"82686066","32000000","10.8947"
"48021766","6500000","9.1118"
"0","0","13.5776"
"1196497","250000","39.3461"
"136300000","40000000","9.7017"
"0","0","49.9995"
"204950000","52900000","8.245"
"0","0","7.7963"
"95700000","61000000","17.2482"
"3159310","0","17.2407"
"22053994","0","9.2384"
"65774490","15000000","9.541"
"190400157","62000000","9.3647"
"155760117","44000000","7.689"
"1274219009","150000000","18.4416"
"48147945","40000000","7.8378"
"107423","35000000","11.2747"
"0","0","11.192"
"350993761","25000000","11.7696"
"0","70000000","27.5495"
"0","0","17.944"
"256067149","20000000","14.5975"
"22018000","0","9.0547"
"55003135","60000000","8.9688"
"118890272","25000000","19.6084"
"14602614","0","14.6085"
"24271196","6000000","10.0701"
"1424343712","110000000","19.6666"
"16537336","0","11.0946"
"6703873","0","11.685"
"0","0","8.7771"
"0","0","8.3327"
"342463063","75000000","14.2095"
"0","0","11.8784"
"0","0","7.4741"
"20100000","3800000","9.9422"
"0","0","7.4119"
"49200000","14000000","10.4959"
"68267862","68000000","10.1452"
"0","0","9.5047"
"710644566","170000000","10.1942"
"14037060","0","11.6358"
"0","0","9.7782"
"3191168","0","7.9843"
"90007557","18000000","60.437"
"46117696","50000000","7.9343"
"47281670","25000000","14.6036"
"50145227","9600000","24.8462"
"0","0","8.8218"
"29612367","350000","8.1718"
"189900000","50000000","11.0774"
"115857413","15000000","16.3825"
"297002527","110000000","7.1158"
"57200000","3000000","8.416"
"5400000","20000000","8.3658"
"141700000","60000000","12.2025"
"11141307","0","11.1305"
"122195920","18000000","10.7245"
"0","75000000","10.8737"
"321731527","35000000","12.4267"
"96800000","13000000","6.9454"
"48668907","120000000","9.2977"
"44806783","65000000","10.3757"
"757096","0","8.6717"
"0","0","8.602"
"0","0","10.1422"
"103738726","47000000","9.5437"
"205700000","52000000","9.2438"
"361366633","60000000","14.4935"
"6153939","9000000","8.3215"
"992103","0","9.0514"
"65452","0","10.4303"
"36192775","19000000","10.1613"
"68881","0","6.9107"
"1131416446","152000000","88.977"
"12600000","12500000","42.9038"
"128888103","75000000","31.6147"
"6500000","3500000","13.486"
"0","150000000","9.9883"
"156167015","32000000","11.2224"
"161900000","27000000","17.9543"
"449762638","150000000","14.6119"
"0","0","7.4327"
"0","0","6.9266"
"3182680","3000000","12.8745"
"393452111","200000000","28.4933"
"73900000","42000000","13.6965"
"0","4000000","7.1053"
"50012507","20000000","8.3351"
"17343596","350000","46.6171"
"225900000","10000000","23.3239"
"20379604","10000000","13.8423"
"692018","0","8.1793"
"0","0","8.4407"
"0","0","26.074"
"21510851","9000000","8.5501"
"6283415","14750000","13.302"
"0","0","9.2442"
"322811702","40000000","11.5655"
"7547254","0","8.3592"
"37917985","100000000","11.2123"
"0","0","7.1249"
"5101673","8800000","14.8635"
"326706115","35000000","13.0564"
"123233739","9000000","11.4724"
"0","0","11.7372"
"5410749","38000000","10.5524"
"0","0","17.746"
"0","2100000","9.144"
"270248367","42000000","11.3419"
"361832400","135000000","12.8083"
"150000000","31500000","9.8126"
"21800000","30000000","9.0128"
"0","0","7.8768"
"245360480","137000000","7.3756"
"105300000","88000000","7.882"
"0","0","28.1641"
"958400000","250000000","21.5087"
"109906372","38000000","12.703"
"0","70000","45.4963"
"0","80000000","6.8503"
"0","0","12.0477"
"301913131","130000000","8.1606"
"8500000","18000000","8.5512"
"38256","6000000","10.322"
"0","0","9.5248"
"75100000","28000000","10.6466"
"21600000","45000000","9.9269"
"0","0","36.2067"
"0","0","6.8416"
"0","0","8.6317"
"16690617","10000000","9.8395"
"24800000","15000000","11.355"
"183097323","20000000","10.3747"
"54700000","32000000","10.5243"
"131523093","42000000","8.8008"
"2133452","18000000","8.5083"
"116700000","70000000","10.9498"
"172363301","24000000","25.7933"
"0","0","7.4656"
"186965409","0","16.6552"
"26800000","18000000","10.9257"
"58834384","28000000","6.9999"
"137056262","13000000","13.1871"
"93983911","43000000","8.6619"
"17150803","8000000","9.2554"
"4772","10000000","22.5081"
"0","16000000","6.9489"
"178051587","45000000","9.4841"
"121561962","28000000","13.7712"
"0","0","8.6965"
"0","400000000","51.6185"
"80276156","30000000","8.7153"
"150000000","0","8.5186"
"32000000","46000000","13.4686"
"282548","3000000","11.0072"
"0","0","7.5508"
"70181428","24000000","10.4444"
"1059544057","150000000","120.7726"
"0","0","104.4799"
"0","0","7.4714"
"425368238","100000000","26.5289"
"22384741","4000000","8.8676"
"524580592","129000000","10.8703"
"44547681","50000000","12.5672"
"71108778","14600000","8.0411"
"11472454","0","8.7206"
"0","20000000","10.6924"
"335062621","75000000","15.3257"
"338632","0","9.9595"
"0","0","10.1296"
"0","0","10.0168"
"23384502","20000000","10.4609"
"17287898","22000000","7.8583"
"22619699","29000000","7.6908"
"212000000","100000000","10.6744"
"0","0","7.4529"
"56255142","15000000","14.414"
"0","0","11.7799"
"461983149","120000000","15.7839"
"211343479","40000000","12.2274"
"910813521","52000000","9.78"
"0","0","8.0202"
"542300000","58800000","11.2694"
"119815153","0","11.211"
"6205230","40000000","8.0472"
"310650585","100000000","11.6991"
"35100000","6400000","8.4711"
"0","110000000","7.0358"
"21478573","0","11.6098"
"3900000","1377800","9.1404"
"240685326","82500000","14.6844"
"65079104","65000000","9.6872"
"32500000","45000000","8.4501"
"121400000","60000000","13.3504"
"324522","0","7.4676"
"0","0","8.1542"
"7125","0","10.0031"
"242295562","100000000","12.0211"
"6629178","0","9.0734"
"4082217","22700000","16.4516"
"27399597","4500000","7.4841"
"10644463","14000000","13.4477"
"0","0","9.4448"
"566652812","185000000","55.779"
"287928194","50000000","11.9068"
"6591038","7280000","9.0571"
"0","0","10.4171"
"2181987","1750000","10.1258"
"156497322","190000000","20.1592"
"0","0","44.4166"
"149000000","55000000","13.3555"
"0","0","23.8098"
"0","0","11.9693"
"320415166","13000000","18.0324"
"9900000","15000000","9.9905"
"6566916","4500000","6.8905"
"163235091","90000000","229.0284"
"9940717","0","8.5954"
"121600000","30000000","9.4314"
"0","0","7.5347"
"96221061","200000000","19.1215"
"161772575","31000000","13.9975"
"0","35000000","11.6237"
"0","11500000","17.5648"
"0","0","8.6367"
"7266209","75600000","7.9118"
"171700000","100000000","6.7412"
"0","0","8.3116"
"226425420","200000000","11.5981"
"4257354","4000000","9.6284"
"0","0","7.9791"
"567535383","291000000","24.3323"
"37930465","15000000","8.129"
"155160045","44000000","60.3264"
"0","85000000","15.1974"
"187400000","60000000","25.4481"
"0","0","8.0008"
"5800000","0","10.6184"
"0","0","7.6182"
"29355203","11000000","8.5689"
"7701498","0","8.6058"
"84419388","40000000","8.6442"
"245623848","135000000","17.571"
"792965500","10500000","18.4616"
"9458590","0","8.4126"
"61037844","22000000","8.3087"
"440603537","155000000","26.216"
"215887717","62000000","12.2681"
"105000000","2000000","7.0304"
"976475550","125000000","39.7349"
"178866158","40000000","9.5718"
"18685751","20000000","12.1624"
"8636706","6000000","8.2291"
"0","0","8.8321"
"0","0","21.774"
"168423227","20000000","12.9865"
"603900354","150000000","9.1303"
"546388108","125000000","16.9595"
"57319029","38000000","12.7393"
"0","0","10.788"
"163692228","150000000","16.8701"
"9300000","4000000","7.0765"
"168800000","20000000","9.8622"
"39856","0","23.028"
"0","40000000","11.7741"
"0","0","7.936"
"11500000","2500000","10.1628"
"21041950","0","10.0994"
"9500000","20000000","12.4611"
"0","0","10.186"
"1226098","0","67.6378"
"358375603","85000000","20.7496"
"29116320","30000000","9.2497"
"0","0","21.4066"
"0","0","9.8111"
"0","0","7.2787"
"0","5000000","10.8546"
"0","0","9.0483"
"0","0","23.9031"
"39664359","0","8.8618"
"134100000","31000000","10.3119"
"21700000","5150000","8.3687"
"23300000","6000000","18.6694"
"5000000","0","7.8569"
"538400000","18000000","9.757"
"0","0","8.2409"
"9902115","15000000","7.9067"
"250162278","80000000","17.0138"
"0","0","10.5457"
"41590886","9000000","8.1557"
"55700000","75000000","11.0453"
"5652128","30000000","9.614"
"36869414","15000000","9.1565"
"0","0","389.5467"
"80100000","43000000","8.1187"
"18114914","0","28.8001"
"11146270","30000000","7.5278"
"0","320000000","29.0331"
"69363381","30000000","8.0289"
"245700000","135000000","16.9718"
"186542","0","9.6126"
"0","0","7.6279"
"108539911","88000000","10.4267"
"22346743","0","8.974"
"459200000","130000000","15.3571"
"364000000","24000000","9.3819"
"381509870","175000000","8.1747"
"0","0","8.3419"
"8749681","0","10.083"
"874362803","250000000","56.8909"
"28000000","31000000","8.7372"
"92651384","40000000","10.394"
"0","0","8.8202"
"180828556","70000000","8.3756"
"87547518","8500000","16.5361"
"14590514","23000000","8.2688"
"204334455","75000000","9.8031"
"3829407","0","9.8606"
"35741532","1480000","20.7958"
"72381712","45000000","10.0326"
"83188165","24000000","10.3977"
"377523000","10500000","32.4908"
"327311859","33000000","32.0335"
"26064210","11000000","103.1023"
"345800000","123000000","18.9918"
"653428261","160000000","9.1982"
"12832126","26000000","9.7434"
"379751131","200000000","60.315"
"0","0","13.9007"
"85897593","30000000","9.3293"
"0","0","6.2865"
"429434163","80000000","14.5548"
"92601050","28000000","10.1379"
"52395996","25000000","8.0097"
"30810658","0","10.6917"
"16457494","28000000","8.7904"
"29942746","30000000","10.9996"
"0","0","9.1469"
"0","0","8.3738"
"0","0","24.2856"
"6254148","17000000","19.6914"
"179179718","78000000","14.8384"
"292400000","125000000","11.8526"
"34148750","38000000","10.5593"
"96500000","37000000","6.7258"
"527000000","150000000","150.5864"
"105200000","60000000","12.6328"
"0","150000000","8.0628"
"21000000","3000000","7.9985"
"34585416","26000000","10.2337"
"702842","19000000","12.4541"
"49276818","90000000","17.8322"
"10582853","0","13.5046"
"31042035","18000000","8.5298"
"140312928","12000000","7.0418"
"2923706026","237000000","23.2313"
"33754967","2777000","23.6833"
"33561854","18000000","139.3755"
"45100756","7000000","15.3752"
"93900000","120000000","10.6253"
"0","0","7.9279"
"324200000","60000000","7.9896"
"148964660","85000000","10.7798"
"23076657","250300","6.9993"
"18103402","15000000","84.4275"
"0","0","8.592"
"24733572","15600000","10.5921"
"414351546","81000000","11.8604"
"309979994","150000000","7.6443"
"0","0","9.7605"
"877244782","95000000","18.7157"
"18377736","26000000","8.925"
"33628000","10000000","9.7702"
"130982129","70000000","10.9968"
"0","0","9.0714"
"370962265","155000000","20.4743"
"0","0","17.6234"
"0","0","8.8006"
"34985600","50000000","32.417"
"104573204","36000000","15.7791"
"84918","0","8.0543"
"11102672","25000000","10.3684"
"40400000","28000000","8.0783"
"29000000","27000000","9.4146"
"53918723","25000000","9.2655"
"109133","0","7.7167"
"0","60000000","9.486"
"106645","0","7.8226"
"383925276","175000000","10.6202"
"0","0","6.7837"
"54586117","40000000","26.3647"
"70260597","325000","16.009"
"19790000","0","11.0368"
"0","0","9.9884"
"144420","0","7.8838"
"0","0","8.5106"
"60141683","2500000","6.9244"
"0","70000000","69.9473"
"0","0","8.1848"
"294200000","50000000","24.1051"
"269670590","38500000","18.7323"
"22044277","40000000","8.2846"
"11300000","1200000","7.6069"
"261289554","135000000","27.8222"
"109280263","5000000","11.403"
"30303072","50000000","8.4287"
"122126687","46000000","20.5704"
"133432856","15000000","13.9517"
"762183","0","7.5898"
"0","0","8.3869"
"721046090","200000000","128.8132"
"38362448","0","13.8391"
"171504781","20000000","9.2952"
"41000000","3700000","23.3216"
"6705000","5882000","58.5327"
"0","0","19.7296"
"38900000","1200000","23.9724"
"0","35954590","23.1629"
"75360860","46000000","16.5672"
"287594577","150000000","15.8881"
"21916093","0","9.377"
"0","0","25.59"
"55200000","40000000","8.0036"
"791217826","200000000","13.0207"
"0","0","8.1053"
"8750000","2500000","7.8855"
"214034224","60000000","8.8459"
"349464664","75000000","15.3476"
"0","0","14.9186"
"13601384","20000000","12.2318"
"94999898","23000000","10.4218"
"40105542","15000000","9.3988"
"428028233","120000000","17.7933"
"90683916","45000000","9.9529"
"0","10000000","8.5603"
"0","0","7.0135"
"0","0","9.4045"
"0","0","18.2398"
"173775791","170000000","18.5559"
"39053","0","8.8584"
"21300000","20000000","8.7705"
"0","100000","9.6464"
"51349833","110000000","7.6642"
"42496749","0","9.9892"
"46333545","25000000","14.105"
"28215918","3500000","7.3452"
"167805466","100000000","11.6585"
"70600000","8500000","10.8725"
"205000000","22000000","13.2352"
"9065101","0","11.3015"
"0","0","13.5494"
"87238158","20000000","10.57"
"0","0","11.9956"
"0","0","248.4328"
"20200000","500000","11.6229"
"23130648","12000000","106.6895"
"0","0","9.1218"
"97300000","50000000","14.7959"
"14460000","30000000","8.3831"
"46221189","42000000","10.5759"
"211800000","65000000","10.851"
"194201","0","7.7178"
"0","0","7.9211"
"72282227","16000000","9.9698"
"9037963","45000000","32.187"
"0","0","7.0016"
"171616764","100000000","10.88"
"215300000","150000000","12.9658"
"7000000","60000000","10.3985"
"78871079","16000000","8.7991"
"15469415","2000000","16.6078"
"99138899","75000000","10.3296"
"170000000","1400000","8.5934"
"230900000","100000000","20.0596"
"115229890","27000000","12.9307"
"3317662","0","10.0789"
"494471524","92000000","16.6646"
"0","0","7.3069"
"177584879","66000000","9.7591"
"104004218","1200000","8.8264"
"352194034","60000000","14.462"
"0","0","6.9177"
"181700000","160000000","12.4047"
"1004558444","185000000","28.6164"
"3205829","0","9.7147"
"961691209","300000000","15.6027"
"0","0","9.0575"
"34861127","25000000","21.5946"
"136766062","54000000","11.1174"
"351266433","50000000","10.2461"
"81093313","35000000","88.6271"
"829747654","120000000","21.2924"
"0","0","8.5316"
"78371200","6400000","59.0343"
"0","0","10.4328"
"0","3500000","8.8846"
"340955294","17000000","43.8077"
"321365567","22000000","40.5468"
"100000000","25000000","8.4553"
"0","48000000","11.9892"
"2160","0","16.8279"
"946590","0","13.2897"
"39200000","25000000","8.2251"
"216600000","40000000","8.4402"
"1332698830","200000000","61.5502"
"413334","0","12.6874"
"127900000","50200000","13.6855"
"0","30000000","8.9264"
"270000000","80000000","10.3776"
"0","420000","23.9004"
"0","0","7.3731"
"0","0","10.6349"
"49800000","25000000","7.5715"
"60629159","15000000","11.7424"
"53000000","0","10.1609"
"41863726","40000000","10.9462"
"6175213","5000000","9.089"
"10725228","12500000","8.661"
"60613008","17000000","8.2613"
"109573511","30000000","11.9391"
"0","0","10.3722"
"45681173","35000000","12.238"
"210308099","34000000","8.8771"
"0","0","13.5072"
"227817248","120000000","10.5967"
"434522","0","19.7346"
"0","0","13.4768"
"52119081","0","11.5901"
"25000000","3000000","9.9847"
"165184237","45000000","10.3768"
"173469516","140000000","11.8865"
"83600000","10000000","7.7831"
"3984390","30000000","7.5872"
"548192","5000000","10.803"
"801693929","125000000","19.6318"
"22957625","43000000","12.9832"
"0","0","53.0441"
"0","0","7.9336"
"77100000","33000000","10.3805"
"19551067","10000000","9.8278"
"155771344","85000000","9.4107"
"12641938","15000000","29.636"
"14711793","30000000","11.022"
"0","0","8.6232"
"0","180000000","120.7159"
"40283321","15000000","11.0071"
"188593712","7500000","8.8603"
"6274027","25000000","7.4399"
"4152230","25000000","7.7455"
"0","0","8.0822"
"21448830","1000000","9.1313"
"690897910","100000000","28.3755"
"0","0","12.1297"
"17422935","0","10.8231"
"23900000","20000000","16.896"
"84554197","15000000","8.627"
"5566776","9800000","9.7849"
"244900000","88000000","10.9065"
"80834080","60000000","51.6085"
"580265026","40000000","7.4009"
"12109608","24500000","14.2487"
"0","0","7.8398"
"57120318","35000000","10.3775"
"32443111","6000000","14.0033"
"763455561","45000000","34.0411"
"1238072","0","9.3"
"33750478","13000000","12.6582"
"32054369","20000000","8.3327"
"4232370","20000000","10.4224"
"87100000","24000000","8.3789"
"10000","10000","7.1399"
"0","0","20.641"
"15316635","10000000","8.9948"
"266614059","38000000","13.2788"
"0","21000000","16.3341"
"255000211","70000000","8.2128"
"264770996","150000000","12.0552"
"0","0","12.5125"
"142044638","56000000","12.9615"
"244721064","33000000","12.2133"
"8400000","55000000","8.9852"
"2100000","3000000","9.1539"
"8654322","20000000","7.8139"
"28000000","35000000","9.2271"
"0","0","10.9111"
"22122995","110000000","23.7513"
"29322339","0","10.6033"
"0","116000000","9.6825"
"1162022","0","8.3512"
"6680396","7000000","8.4929"
"121214377","105000000","14.9482"
"329800000","70000000","15.6245"
"76506196","17500000","51.3944"
"12778225","10000000","15.0524"
"206431050","39000000","17.5046"
"0","0","8.0491"
"0","0","7.9228"
"50826898","32000000","8.4973"
"0","0","7.8625"
"0","0","15.8575"
"0","0","8.6382"
"1515400000","190000000","12.4207"
"0","1493619","9.1801"
"23068596","0","18.5027"
"30832137","10000000","9.2105"
"90322103","2000000","24.5994"
"173900000","40000000","20.7752"
"1100000","6500000","9.9897"
"87800000","21000000","8.4138"
"46900000","30000000","9.1724"
"112483764","85000000","8.9737"
"0","0","10.9112"
"76411819","2280000","6.707"
"46733235","75000000","10.8328"
"0","0","34.5711"
"17363261","3000000","18.5921"
"0","60000000","14.6989"
"0","0","38.1892"
"217408513","17000000","23.1654"
"76000000","35000000","11.2666"
"257589952","6500000","6.9892"
"117248958","60000000","9.2028"
"57290","3000000","7.2566"
"0","0","7.8703"
"2332018","6500000","8.2841"
"0","0","8.6858"
"31626978","34000000","10.7024"
"41627431","20000000","10.5401"
"644783140","170000000","18.7637"
"128000000","40000000","9.8442"
"0","15000000","10.0743"
"619021436","97000000","12.971"
"25601244","25000000","3.5993"
"0","83000000","11.4579"
"9016411","1000000","13.9592"
"677946","0","10.405"
"529766","8000000","9.2021"
"224925016","48000000","7.3798"
"36010728","37315205","12.631"
"172546666","2800000","8.8572"
"354825435","25000000","9.5024"
"0","0","27.7307"
"99975678","53000000","12.8629"
"20339624","0","11.6415"
"25804707","40000000","9.875"
"192907684","74000000","13.1321"
"115103979","13000000","12.4018"
"0","0","7.3873"
"432243292","150000000","23.9019"
"0","0","13.6442"
"140073390","80000000","8.6715"
"0","0","45.8145"
"20545116","16000000","6.1704"
"93282604","27000000","10.597"
"101166707","7600000","9.7215"
"0","0","10.1868"
"1201428","0","7.145"
"16302703","26000000","21.359"
"1645196","5500000","32.7187"
"79628200","35000000","21.2576"
"136536687","50000000","11.9778"
"81700000","9000000","8.9328"
"98267558","15000000","20.1091"
"0","0","7.7368"
"475846","1800000","24.3408"
"206678440","26000000","12.9986"
"112343513","38000000","8.8548"
"276600000","130000000","14.8285"
"159808370","35000000","11.5318"
"0","0","7.6223"
"24109036","50000000","22.9672"
"34994648","29000000","10.6379"
"0","11000000","7.4117"
"0","0","6.9406"
"5200000","30000000","10.7186"
"0","0","12.0844"
"0","0","10.3019"
"0","0","16.2397"
"519311965","130000000","9.1968"
"2671855","9000000","11.2363"
"0","0","7.7215"
"45629909","40000000","19.6616"
"21328962","175000000","21.0686"
"434280","0","12.3887"
"0","0","18.1991"
"232617430","90000000","16.4296"
"101600000","64000000","13.6342"
"605425157","217000000","46.5436"
"108000000","75000000","8.5713"
"1664509","0","11.1843"
"10882920","0","14.45"
"0","0","8.7259"
"0","0","7.5089"
"474171806","48000000","21.2554"
"27150534","15000000","9.9067"
"0","0","10.3953"
"456082343","65000000","9.2566"
"51600000","6000000","7.6844"
"3600000","2000000","27.6826"
"0","150000000","30.1141"
"0","49000000","19.0017"
"350448145","30000000","8.0515"
"26781723","2500000","8.1636"
"704709660","340000000","31.1946"
"174600318","30000000","9.5264"
"10000000","3000000","18.0697"
"0","0","6.9583"
"0","0","19.6808"
"26800152","25000000","10.1251"
"1100000","15100000","8.3034"
"2068223624","245000000","16.797"
"14864960","5000000","14.551"
"536063656","140000000","8.3204"
"0","0","46.1106"
"137307235","90000000","16.8069"
"19581369","0","8.2531"
"0","0","12.6587"
"355237933","52000000","15.8255"
"2000000","10000000","10.4213"
"0","200000","8.7909"
"509183536","30000000","15.1517"
"160680436","10000000","9.2721"
"383257136","59000000","24.1496"
"215905815","65000000","17.19"
"0","0","12.6696"
"3885642","2700000","8.7694"
"337371917","100000000","22.6662"
"341631208","46000000","12.3504"
"77516304","28000000","14.7021"
"56709981","70000000","8.6182"
"34670720","14000000","10.3944"
"0","0","7.037"
"82515113","3000000","11.8045"
"40208268","86000000","17.714"
"3300000","18000000","30.0529"
"3046741","5000000","9.2792"
"84426031","20000000","15.5928"
"0","0","7.9398"
"0","0","10.1056"
"3902796","0","10.1305"
"0","0","19.3715"
"103100000","4650000","10.9472"
"746606706","165000000","36.0922"
"89722806","40000000","581.2791"
"154674241","70000000","10.6382"
"48169156","50000000","17.8053"
"419665568","225000000","7.511"
"24200000","35000000","9.0441"
"8649634","14000000","17.1004"
"35976000","4000000","12.7682"
"32648673","20000000","9.1401"
"67282623","13000000","11.4223"
"43101594","15000000","12.535"
"134251500","40000000","42.7666"
"303025485","209000000","16.5198"
"0","0","9.122"
"9623329","0","8.1717"
"0","0","7.8186"
"394638258","100000000","15.6806"
"319715683","85000000","19.1891"
"4736031","0","10.5643"
"952000000","100000000","32.0561"
"156974557","65000000","10.8763"
"152930623","75000000","11.4689"
"1518815515","220000000","29.7792"
"3221152","60000","16.3852"
"89100000","32000000","11.1736"
"0","0","9.4392"
"0","0","10.5423"
"19629760","15000000","8.2779"
"760900000","250000000","23.8336"
"51074773","200000000","22.2413"
"300257475","160000000","16.4087"
"0","0","9.073"
"788976453","200000000","13.1342"
"21733230","29000000","8.2133"
"192330738","55000000","18.5569"
"10647219","16000000","6.7449"
"20150000","0","12.2632"
"0","0","7.4047"
"231605150","31000000","6.0049"
"25824","0","7.447"
"40829138","19000000","13.3447"
"60300000","32000000","10.2528"
"32482682","14000000","8.5545"
"275000","8000000","9.674"
"6700000","25000000","9.2967"
"871368364","93000000","25.4951"
"755356711","125000000","14.4621"
"1699044","0","12.8084"
"0","0","185.4183"
"152720535","35000000","24.9249"
"86758912","39200000","12.0846"
"5000","60000000","17.1074"
"71981823","4000000","13.308"
"23508220","0","11.5492"
"487420","8000000","31.8851"
"59184643","120000000","58.2219"
"411000000","180000000","19.887"
"105232691","23000000","15.481"
"7808900","2479000","12.3535"
"10198805","0","10.0338"
"47042000","30000000","12.3958"
"70000000","55000000","8.8964"
"441286195","25000000","17.1593"
"101346","0","8.304"
"21591034","4000000","9.8769"
"33583175","10000000","8.3228"
"21567853","25000000","7.5433"
"0","1500000","6.986"
"45700000","17000000","9.4664"
"25343661","4000000","10.6804"
"665692281","150000000","17.0955"
"102338515","80000000","11.9615"
"33395426","3200000","9.9816"
"0","0","56.3634"
"585410052","150000000","19.852"
"0","0","8.4986"
"86493046","100000000","10.4003"
"0","0","8.9131"
"17949758","7000000","8.4918"
"5700000","0","7.9093"
"57300000","35000000","11.3145"
"217124280","70000000","8.9363"
"622674139","140000000","8.4406"
"16219846","0","11.9424"
"146745280","82000000","15.8196"
"62022014","33000000","10.0986"
"13900000","3000000","11.2343"
"1200000","935000","7.8582"
"0","0","8.1912"
"248118121","75000000","12.792"
"51881012","23000000","8.452"
"46100000","20000000","10.7544"
"0","0","8.1686"
"426505244","90000000","19.9447"
"0","0","17.3966"
"0","0","6.7817"
"200800000","50000000","15.2355"
"78378744","20000000","15.4948"
"0","0","9.033"
"8000000","3000000","8.3307"
"467989645","135000000","16.1817"
"0","0","7.66"
"29863754","0","9.244"
"239300000","90000000","25.0994"
"0","0","9.6092"
"760098996","200000000","14.9265"
"218300000","60000000","17.4594"
"124909762","35000000","13.7952"
"163700000","37000000","10.9311"
"70060492","70000000","13.0206"
"698491347","68000000","8.9911"
"0","0","9.6941"
"167200000","7000000","8.1125"
"1500000","4920000","7.5529"
"65000000","33000000","8.2726"
"71923560","12000000","13.826"
"0","0","10.9645"
"362000072","103000000","8.264"
"104088441","50000000","11.587"
"441460000","0","7.4492"
"4495365","0","8.6269"
"11348324","31000000","30.5974"
"55447968","0","8.663"
"5040860","0","8.3782"
"130300000","70000000","15.7829"
"0","0","9.3913"
"47135966","15000000","11.5885"
"80600000","12000000","14.0982"
"0","0","10.6378"
"0","0","9.194"
"369900000","23000000","12.576"
"3777969","0","16.3422"
"37915971","10000000","7.8754"
"0","230758","22.7041"
"4700000","60000000","15.3985"
"226904017","75000000","14.7143"
"202231360","30000000","19.6846"
"0","0","12.4835"
"315025930","20000000","7.8645"
"302500000","175000000","6.6362"
"0","0","8.0364"
"2000000","2000000","7.668"
"139804348","53000000","15.3715"
"0","0","29.4713"
"409912892","170000000","10.6519"
"940335536","94000000","16.8846"
"107347356","64000000","14.4504"
"0","0","8.8528"
"0","0","8.5728"
"571750016","150000000","28.8647"
"27975429","20000000","12.4142"
"238207122","125000000","15.0623"
"6800000","1800000","9.3288"
"184925486","1488423","24.2584"
"198100000","45000000","11.6101"
"177900000","69000000","30.6221"
"29048571","35000000","12.0809"
"16958671","18000000","32.1464"
"306889114","20000000","11.9322"
"29820616","10000000","5.9102"
"36407407","0","9.6309"
"125983972","18300000","12.4073"
"586764305","80000000","17.4117"
"4794457","1600000","8.8204"
"429632142","90000000","18.0741"
"458863600","40000000","13.3233"
"55078146","7000000","12.0208"
"0","0","11.1609"
"0","75000000","10.0166"
"0","0","8.2219"
"16057580","25000000","7.9642"
"0","0","9.3894"
"0","0","11.7469"
"0","0","12.7969"
"615023132","73800000","13.5806"
"24719215","40000000","15.2431"
"50300000","8500000","8.9028"
"139745","50000","11.3728"
"130224158","50000000","10.6692"
"0","0","10.2911"
"1713406","0","9.8833"
"0","0","13.2546"
"0","0","9.8103"
"63543328","24000000","8.9964"
"3878208","0","9.0729"
"0","0","8.1456"
"103966489","40000000","28.2701"
"506863592","110000000","24.6266"
"23400000","17500000","21.2439"
"7390108","4500000","9.4047"
"410902662","104000000","39.0592"
"0","0","9.5484"
"1012932","0","11.5037"
"968853","159000000","7.8889"
"128900000","65000000","8.069"
"0","0","8.3645"
"1688562","0","29.6939"
"13400000","7775000","11.2498"
"0","0","6.9089"
"0","0","8.2264"
"1021103568","250000000","24.0961"
"149660003","23000000","12.5809"
"187500000","27500000","9.3563"
"24048000","30000000","8.4736"
"485004754","125000000","25.5068"
"331957105","150000000","12.3314"
"96976270","68000000","11.0269"
"119269486","130000000","10.4877"
"11471926","13300000","8.726"
"148700000","175000000","15.8063"
"0","0","21.5416"
"104907746","95000000","12.9014"
"287144079","29000000","8.8663"
"120654337","40000000","8.9131"
"20908467","2000000","7.5221"
"443280904","98000000","9.2995"
"0","0","8.0104"
"0","0","12.8043"
"1087869574","178000000","9.0582"
"57500000","11500000","9.1018"
"0","0","7.6745"
"0","0","26.6813"
"0","0","40.8776"
"60427839","20000000","9.1367"
"61477797","32000000","11.3271"
"363258859","80000000","21.5645"
"0","0","12.4096"
"0","0","7.6581"
"495303","30000000","17.5709"
"43143046","3500000","12.9726"
"159814490","10000000","16.803"
"347434178","105000000","12.4731"
"22951145","0","10.5217"
"511132","0","9.1943"
"649398328","120000000","11.5936"
"91753202","40000000","8.3587"
"867714","800000","7.6567"
"141069860","40000000","11.6652"
"27000000","130000","8.5317"
"190700000","90000000","13.2806"
"189198313","66000000","10.1966"
"15785148","15000000","10.9689"
"6331827","0","35.7985"
"454023","200000000","14.3162"
"0","0","8.9769"
"920100000","63000000","11.3397"
"7834405","0","12.4082"
"0","0","8.4656"
"0","0","7.8281"
"0","0","4.4469"
"0","0","9.2062"
